collision_ffb_sequence,collision_ffb_publish_enabled,collision_ffb_publish_success,collision_ffb_risk_level,collision_ffb_active,collision_ffb_requested_magnitude,collision_ffb_pattern,collision_ffb_reason,collision_ffb_publish_error,collision_ffb_challenge_received_count,collision_ffb_challenge_age_sec,collision_ffb_challenge_session_id,collision_ffb_challenge_token,source_frame,source_time_sec,send_monotonic_sec,elapsed_sec
250,1,1,CLEAR,0,0.0,off,no_alert,,,,,,251,8.356352,1473501.850090037,9.503258432028815
251,1,1,CLEAR,0,0.0,off,no_alert,,,,,,252,8.385646,1473501.883930634,9.537099028937519
252,1,1,CLEAR,0,0.0,off,no_alert,,,,,,253,8.423501,1473501.917763811,9.57093220599927
253,1,1,CLEAR,0,0.0,off,no_alert,,,,,,254,8.458817,1473501.951665014,9.604833408957347
254,1,1,CLEAR,0,0.0,off,no_alert,,,,,,255,8.487619,1473501.985530021,9.638698415830731
255,1,1,CLEAR,0,0.0,off,no_alert,,,,,,256,8.52008,1473502.019219335,9.672387729864568
256,1,1,CLEAR,0,0.0,off,no_alert,,,,,,257,8.554141,1473502.052992719,9.706161113921553
257,1,1,CLEAR,0,0.0,off,no_alert,,,,,,258,8.589535,1473502.086826726,9.739995121024549
258,1,1,CLEAR,0,0.0,off,no_alert,,,,,,259,8.621004,1473502.120650781,9.773819176014513
259,1,1,CLEAR,0,0.0,off,no_alert,,,,,,260,8.656156,1473502.154573124,9.80774151883088
260,1,1,CLEAR,0,0.0,off,no_alert,,,,,,261,8.690385,1473502.188561096,9.841729491017759
261,1,1,CLEAR,0,0.0,off,no_alert,,,,,,262,8.720572,1473502.222479757,9.875648151850328
262,1,1,CLEAR,0,0.0,off,no_alert,,,,,,263,8.753072,1473502.256445792,9.909614186966792
263,1,1,CLEAR,0,0.0,off,no_alert,,,,,,264,8.784605,1473502.290912373,9.94408076792024
264,1,1,CLEAR,0,0.0,off,no_alert,,,,,,265,8.825369,1473502.325176043,9.978344437899068
265,1,1,CLEAR,0,0.0,off,no_alert,,,,,,266,8.857832,1473502.359047257,10.012215652037412
266,1,1,CLEAR,0,0.0,off,no_alert,,,,,,267,8.891664,1473502.392886005,10.046054400037974
267,1,1,CLEAR,0,0.0,off,no_alert,,,,,,268,8.920525,1473502.426713959,10.079882354009897
268,1,1,CLEAR,0,0.0,off,no_alert,,,,,,269,8.958289,1473502.460560933,10.113729327917099
269,1,1,CLEAR,0,0.0,off,no_alert,,,,,,270,8.989872,1473502.494395155,10.14756354992278
270,1,1,CLEAR,0,0.0,off,no_alert,,,,,,271,9.020293,1473502.528161928,10.181330322986469
271,1,1,CLEAR,0,0.0,off,no_alert,,,,,,272,9.058688,1473502.561862267,10.215030662016943
272,1,1,CLEAR,0,0.0,off,no_alert,,,,,,273,9.091403,1473502.595677429,10.248845824040473
273,1,1,CLEAR,0,0.0,off,no_alert,,,,,,274,9.127392,1473502.629481245,10.282649639993906
274,1,1,CLEAR,0,0.0,off,no_alert,,,,,,275,9.156393,1473502.663379437,10.3165478319861
275,1,1,CLEAR,0,0.0,off,no_alert,,,,,,276,9.189767,1473502.697239813,10.350408207857981
276,1,1,CLEAR,0,0.0,off,no_alert,,,,,,277,9.236724,1473502.730957276,10.384125670883805
277,1,1,CLEAR,0,0.0,off,no_alert,,,,,,278,9.267159,1473502.76477153,10.417939924867824
278,1,1,CLEAR,0,0.0,off,no_alert,,,,,,279,9.303922,1473502.798622926,10.451791320927441
279,1,1,CLEAR,0,0.0,off,no_alert,,,,,,280,9.333338,1473502.832529511,10.485697905998677
280,1,1,CLEAR,0,0.0,off,no_alert,,,,,,281,9.367611,1473502.866339436,10.519507830962539
281,1,1,CLEAR,0,0.0,off,no_alert,,,,,,282,9.399692,1473502.900246268,10.553414662834257
282,1,1,CLEAR,0,0.0,off,no_alert,,,,,,283,9.434023,1473502.934095347,10.58726374199614
283,1,1,CLEAR,0,0.0,off,no_alert,,,,,,284,9.462222,1473502.967946171,10.621114565990865
284,1,1,CLEAR,0,0.0,off,no_alert,,,,,,285,9.499103,1473503.001876425,10.655044819926843
285,1,1,CLEAR,0,0.0,off,no_alert,,,,,,286,9.542737,1473503.035787182,10.688955576857552
286,1,1,CLEAR,0,0.0,off,no_alert,,,,,,287,9.581857,1473503.069566935,10.722735329996794
287,1,1,CLEAR,0,0.0,off,no_alert,,,,,,288,9.607822,1473503.103262952,10.75643134699203
288,1,1,CLEAR,0,0.0,off,no_alert,,,,,,289,9.641894,1473503.137201666,10.790370060829446
289,1,1,CLEAR,0,0.0,off,no_alert,,,,,,290,9.67719,1473503.171142393,10.824310787953436
290,1,1,CLEAR,0,0.0,off,no_alert,,,,,,291,9.713237,1473503.205036869,10.858205263968557
291,1,1,CLEAR,0,0.0,off,no_alert,,,,,,292,9.741591,1473503.238954588,10.892122983001173
292,1,1,CLEAR,0,0.0,off,no_alert,,,,,,293,9.770625,1473503.272937701,10.926106096012518
293,1,1,CLEAR,0,0.0,off,no_alert,,,,,,294,9.798718,1473503.306901959,10.960070353932679
294,1,1,CLEAR,0,0.0,off,no_alert,,,,,,295,9.827975,1473503.340897824,10.994066218845546
295,1,1,CLEAR,0,0.0,off,no_alert,,,,,,296,9.857105,1473503.374905051,11.028073445893824
296,1,1,CLEAR,0,0.0,off,no_alert,,,,,,297,9.890851,1473503.408855031,11.062023425940424
297,1,1,CLEAR,0,0.0,off,no_alert,,,,,,298,9.926634,1473503.442820258,11.095988652901724
298,1,1,CLEAR,0,0.0,off,no_alert,,,,,,299,9.956662,1473503.476743536,11.129911930998787
299,1,1,CLEAR,0,0.0,off,no_alert,,,,,,300,9.987372,1473503.510591531,11.163759925868362
300,1,1,CLEAR,0,0.0,off,no_alert,,,,,,301,10.023998,1473503.54442864,11.197597034974024
301,1,1,CLEAR,0,0.0,off,no_alert,,,,,,302,10.057198,1473503.578296229,11.231464623939246
302,1,1,CLEAR,0,0.0,off,no_alert,,,,,,303,10.093595,1473503.612057738,11.265226132934913
303,1,1,CLEAR,0,0.0,off,no_alert,,,,,,304,10.122733,1473503.645799451,11.298967845970765
304,1,1,CLEAR,0,0.0,off,no_alert,,,,,,305,10.161237,1473503.679633352,11.332801746902987
305,1,1,CLEAR,0,0.0,off,no_alert,,,,,,306,10.196127,1473503.713479511,11.366647905902937
306,1,1,CLEAR,0,0.0,off,no_alert,,,,,,307,10.228655,1473503.747336416,11.400504810968414
307,1,1,CLEAR,0,0.0,off,no_alert,,,,,,308,10.257571,1473503.781165746,11.43433414096944
308,1,1,CLEAR,0,0.0,off,no_alert,,,,,,309,10.289325,1473503.814958896,11.468127290951088
309,1,1,CLEAR,0,0.0,off,no_alert,,,,,,310,10.322346,1473503.848757593,11.50192598788999
310,1,1,CLEAR,0,0.0,off,no_alert,,,,,,311,10.354627,1473503.882623329,11.53579172398895
311,1,1,CLEAR,0,0.0,off,no_alert,,,,,,312,10.3864,1473503.916569443,11.569737837882712
312,1,1,CLEAR,0,0.0,off,no_alert,,,,,,313,10.427322,1473503.9504841,11.603652494959533
313,1,1,CLEAR,0,0.0,off,no_alert,,,,,,314,10.463302,1473503.984294944,11.637463338905945
314,1,1,CLEAR,0,0.0,off,no_alert,,,,,,315,10.502179,1473504.018219115,11.671387509908527
315,1,1,CLEAR,0,0.0,off,no_alert,,,,,,316,10.528596,1473504.052141581,11.705309975892305
316,1,1,CLEAR,0,0.0,off,no_alert,,,,,,317,10.557301,1473504.085951969,11.739120363956317
317,1,1,CLEAR,0,0.0,off,no_alert,,,,,,318,10.592262,1473504.119780144,11.77294853888452
318,1,1,CLEAR,0,0.0,off,no_alert,,,,,,319,10.6235,1473504.153544146,11.80671254103072
319,1,1,CLEAR,0,0.0,off,no_alert,,,,,,320,10.661632,1473504.187327139,11.840495534008369
320,1,1,CLEAR,0,0.0,off,no_alert,,,,,,321,10.696399,1473504.22126556,11.874433954944834
321,1,1,CLEAR,0,0.0,off,no_alert,,,,,,322,10.726919,1473504.255180889,11.908349283970892
322,1,1,CLEAR,0,0.0,off,no_alert,,,,,,323,10.76119,1473504.289109433,11.942277827998623
323,1,1,CLEAR,0,0.0,off,no_alert,,,,,,324,10.794648,1473504.32298386,11.976152254967019
324,1,1,CLEAR,0,0.0,off,no_alert,,,,,,325,10.826502,1473504.356947286,12.01011568098329
325,1,1,CLEAR,0,0.0,off,no_alert,,,,,,326,10.857799,1473504.390939504,12.044107898836955
326,1,1,CLEAR,0,0.0,off,no_alert,,,,,,327,10.890659,1473504.424867946,12.078036340884864
327,1,1,CLEAR,0,0.0,off,no_alert,,,,,,328,10.922374,1473504.458823642,12.111992036923766
328,1,1,CLEAR,0,0.0,off,no_alert,,,,,,329,10.956727,1473504.492759077,12.145927472040057
329,1,1,CLEAR,0,0.0,off,no_alert,,,,,,330,10.986944,1473504.526598547,12.179766941815615
330,1,1,CLEAR,0,0.0,off,no_alert,,,,,,331,11.022145,1473504.560437227,12.213605621829629
331,1,1,CLEAR,0,0.0,off,no_alert,,,,,,332,11.053814,1473504.594255689,12.247424083994702
332,1,1,CLEAR,0,0.0,off,no_alert,,,,,,333,11.086487,1473504.628113284,12.281281678937376
333,1,1,CLEAR,0,0.0,off,no_alert,,,,,,334,11.121333,1473504.661887907,12.315056301886216
334,1,1,CLEAR,0,0.0,off,no_alert,,,,,,335,11.158923,1473504.695579294,12.348747689044103
335,1,1,CLEAR,0,0.0,off,no_alert,,,,,,336,11.20099,1473504.729241871,12.382410265970975
336,1,1,CLEAR,0,0.0,off,no_alert,,,,,,337,11.231683,1473504.762953908,12.416122302878648
337,1,1,CLEAR,0,0.0,off,no_alert,,,,,,338,11.263638,1473504.796751255,12.449919649865478
338,1,1,CLEAR,0,0.0,off,no_alert,,,,,,339,11.297031,1473504.830586155,12.483754549873993
339,1,1,CLEAR,0,0.0,off,no_alert,,,,,,340,11.328544,1473504.864410272,12.517578667029738
340,1,1,CLEAR,0,0.0,off,no_alert,,,,,,341,11.360533,1473504.898312444,12.551480839028955
341,1,1,CLEAR,0,0.0,off,no_alert,,,,,,342,11.394244,1473504.932174102,12.58534249686636
342,1,1,CLEAR,0,0.0,off,no_alert,,,,,,343,11.42977,1473504.966026079,12.619194473838434
343,1,1,CLEAR,0,0.0,off,no_alert,,,,,,344,11.465636,1473504.999871475,12.653039869852364
344,1,1,CLEAR,0,0.0,off,no_alert,,,,,,345,11.496813,1473505.033823395,12.686991789843887
345,1,1,CLEAR,0,0.0,off,no_alert,,,,,,346,11.533552,1473505.067668901,12.720837295986712
346,1,1,CLEAR,0,0.0,off,no_alert,,,,,,347,11.563216,1473505.101486597,12.754654991906136
347,1,1,CLEAR,0,0.0,off,no_alert,,,,,,348,11.590907,1473505.135310926,12.788479320937768
348,1,1,CLEAR,0,0.0,off,no_alert,,,,,,349,11.6217,1473505.169119195,12.822287590010092
349,1,1,CLEAR,0,0.0,off,no_alert,,,,,,350,11.653582,1473505.202904467,12.85607286193408
350,1,1,CLEAR,0,0.0,off,no_alert,,,,,,351,11.684258,1473505.236758164,12.889926558826119
351,1,1,CLEAR,0,0.0,off,no_alert,,,,,,352,11.722094,1473505.270557931,12.923726325854659
352,1,1,CLEAR,0,0.0,off,no_alert,,,,,,353,11.754222,1473505.304320366,12.957488760817796
353,1,1,CLEAR,0,0.0,off,no_alert,,,,,,354,11.784072,1473505.338356625,12.991525019984692
354,1,1,CLEAR,0,0.0,off,no_alert,,,,,,355,11.822178,1473505.372207148,13.025375542929396
355,1,1,CLEAR,0,0.0,off,no_alert,,,,,,356,11.857611,1473505.40605572,13.059224114986137
356,1,1,CLEAR,0,0.0,off,no_alert,,,,,,357,11.891486,1473505.439902409,13.093070803908631
357,1,1,CLEAR,0,0.0,off,no_alert,,,,,,358,11.922803,1473505.473857837,13.127026231959462
358,1,1,CLEAR,0,0.0,off,no_alert,,,,,,359,11.949254,1473505.507830263,13.160998658044264
359,1,1,CLEAR,0,0.0,off,no_alert,,,,,,360,11.982463,1473505.541706137,13.194874531822279
360,1,1,CLEAR,0,0.0,off,no_alert,,,,,,361,12.022463,1473505.575556855,13.228725249879062
361,1,1,CLEAR,0,0.0,off,no_alert,,,,,,362,12.053546,1473505.609405233,13.262573627987877
362,1,1,CLEAR,0,0.0,off,no_alert,,,,,,363,12.088269,1473505.643267311,13.296435705851763
363,1,1,CLEAR,0,0.0,off,no_alert,,,,,,364,12.125205,1473505.677100426,13.330268820980564
364,1,1,CLEAR,0,0.0,off,no_alert,,,,,,365,12.150855,1473505.710951829,13.3641202240251
365,1,1,CLEAR,0,0.0,off,no_alert,,,,,,366,12.18362,1473505.744795891,13.397964285919443
366,1,1,CLEAR,0,0.0,off,no_alert,,,,,,367,12.228515,1473505.778606834,13.431775228818879
367,1,1,CLEAR,0,0.0,off,no_alert,,,,,,368,12.258265,1473505.812353621,13.465522015932947
368,1,1,CLEAR,0,0.0,off,no_alert,,,,,,369,12.291055,1473505.846070156,13.499238550895825
369,1,1,CLEAR,0,0.0,off,no_alert,,,,,,370,12.324793,1473505.879906221,13.53307461598888
370,1,1,CLEAR,0,0.0,off,no_alert,,,,,,371,12.358187,1473505.913773949,13.566942343953997
371,1,1,CLEAR,0,0.0,off,no_alert,,,,,,372,12.386817,1473505.947638114,13.600806508911774
372,1,1,CLEAR,0,0.0,off,no_alert,,,,,,373,12.42507,1473505.981482015,13.634650409920141
373,1,1,CLEAR,0,0.0,off,no_alert,,,,,,374,12.45444,1473506.015316946,13.668485340895131
374,1,1,CLEAR,0,0.0,off,no_alert,,,,,,375,12.487071,1473506.049180691,13.702349085826427
375,1,1,CLEAR,0,0.0,off,no_alert,,,,,,376,12.523893,1473506.083033271,13.736201665829867
376,1,1,CLEAR,0,0.0,off,no_alert,,,,,,377,12.552486,1473506.116839387,13.77000778191723
377,1,1,CLEAR,0,0.0,off,no_alert,,,,,,378,12.587245,1473506.15066593,13.803834324935451
378,1,1,CLEAR,0,0.0,off,no_alert,,,,,,379,12.621372,1473506.184583821,13.837752216029912
379,1,1,CLEAR,0,0.0,off,no_alert,,,,,,380,12.654728,1473506.218399892,13.871568287024274
380,1,1,CLEAR,0,0.0,off,no_alert,,,,,,381,12.686022,1473506.25233276,13.905501154949889
381,1,1,CLEAR,0,0.0,off,no_alert,,,,,,382,12.721688,1473506.286150095,13.939318489981815
382,1,1,CLEAR,0,0.0,off,no_alert,,,,,,383,12.754612,1473506.320023548,13.973191943019629
383,1,1,CLEAR,0,0.0,off,no_alert,,,,,,384,12.784511,1473506.353890973,14.007059367839247
384,1,1,CLEAR,0,0.0,off,no_alert,,,,,,385,12.820744,1473506.387755571,14.04092396586202
385,1,1,CLEAR,0,0.0,off,no_alert,,,,,,386,12.852331,1473506.421629933,14.074798327870667
386,1,1,CLEAR,0,0.0,off,no_alert,,,,,,387,12.886363,1473506.455483311,14.108651706017554
387,1,1,CLEAR,0,0.0,off,no_alert,,,,,,388,12.921216,1473506.489336823,14.14250521804206
388,1,1,CLEAR,0,0.0,off,no_alert,,,,,,389,12.952072,1473506.523163794,14.176332189003006
389,1,1,CLEAR,0,0.0,off,no_alert,,,,,,390,12.984455,1473506.55706775,14.210236144950613
390,1,1,CLEAR,0,0.0,off,no_alert,,,,,,391,13.02108,1473506.591044132,14.24421252682805
391,1,1,CLEAR,0,0.0,off,no_alert,,,,,,392,13.054111,1473506.624890276,14.27805867092684
392,1,1,CLEAR,0,0.0,off,no_alert,,,,,,393,13.084334,1473506.658773408,14.31194180296734
393,1,1,CLEAR,0,0.0,off,no_alert,,,,,,394,13.121873,1473506.692600747,14.345769142033532
394,1,1,CLEAR,0,0.0,off,no_alert,,,,,,395,13.152886,1473506.726347717,14.379516111919656
395,1,1,CLEAR,0,0.0,off,no_alert,,,,,,396,13.183963,1473506.760143915,14.41331230988726
396,1,1,CLEAR,0,0.0,off,no_alert,,,,,,397,13.21829,1473506.79386785,14.447036244906485
397,1,1,CLEAR,0,0.0,off,no_alert,,,,,,398,13.250544,1473506.827706287,14.480874681845307
398,1,1,CLEAR,0,0.0,off,no_alert,,,,,,399,13.289998,1473506.8615284,14.514696795027703
399,1,1,CLEAR,0,0.0,off,no_alert,,,,,,400,13.319554,1473506.895305722,14.548474116949365
400,1,1,CLEAR,0,0.0,off,no_alert,,,,,,401,13.357023,1473506.929026928,14.582195322960615
401,1,1,CLEAR,0,0.0,off,no_alert,,,,,,402,13.399377,1473506.962855264,14.616023659007624
402,1,1,CLEAR,0,0.0,off,no_alert,,,,,,403,13.428014,1473506.996744505,14.649912899825722
403,1,1,CLEAR,0,0.0,off,no_alert,,,,,,404,13.457437,1473507.030610382,14.683778777020052
404,1,1,CLEAR,0,0.0,off,no_alert,,,,,,405,13.48666,1473507.064430414,14.717598808929324
405,1,1,CLEAR,0,0.0,off,no_alert,,,,,,406,13.519898,1473507.098317596,14.75148599082604
406,1,1,CLEAR,0,0.0,off,no_alert,,,,,,407,13.550769,1473507.132156061,14.78532445593737
407,1,1,CLEAR,0,0.0,off,no_alert,,,,,,408,13.586037,1473507.165986498,14.819154892815277
408,1,1,CLEAR,0,0.0,off,no_alert,,,,,,409,13.620736,1473507.199818612,14.85298700700514
409,1,1,CLEAR,0,0.0,off,no_alert,,,,,,410,13.651898,1473507.233655038,14.886823432985693
410,1,1,CLEAR,0,0.0,off,no_alert,,,,,,411,13.686219,1473507.267513065,14.920681459829211
411,1,1,CLEAR,0,0.0,off,no_alert,,,,,,412,13.718694,1473507.30124376,14.954412154853344
412,1,1,CLEAR,0,0.0,off,no_alert,,,,,,413,13.753971,1473507.33502664,14.98819503490813
413,1,1,CLEAR,0,0.0,off,no_alert,,,,,,414,13.784249,1473507.368859664,15.02202805900015
414,1,1,CLEAR,0,0.0,off,no_alert,,,,,,415,13.820764,1473507.402702597,15.0558709918987
415,1,1,CLEAR,0,0.0,off,no_alert,,,,,,416,13.852701,1473507.436464311,15.089632706018165
416,1,1,CLEAR,0,0.0,off,no_alert,,,,,,417,13.883329,1473507.47015825,15.123326644999906
417,1,1,CLEAR,0,0.0,off,no_alert,,,,,,418,13.923987,1473507.504072603,15.157240997999907
418,1,1,CLEAR,0,0.0,off,no_alert,,,,,,419,13.956811,1473507.537921275,15.191089669940993
419,1,1,CLEAR,0,0.0,off,no_alert,,,,,,420,13.984842,1473507.571813662,15.224982056999579
420,1,1,CLEAR,0,0.0,off,no_alert,,,,,,421,14.021925,1473507.605752221,15.258920616004616
421,1,1,CLEAR,0,0.0,off,no_alert,,,,,,422,14.052293,1473507.639871563,15.293039957992733
422,1,1,CLEAR,0,0.0,off,no_alert,,,,,,423,14.082595,1473507.674070048,15.327238442841917
423,1,1,CLEAR,0,0.0,off,no_alert,,,,,,424,14.120893,1473507.708288534,15.361456929007545
424,1,1,CLEAR,0,0.0,off,no_alert,,,,,,425,14.152217,1473507.742228383,15.395396777894348
425,1,1,CLEAR,0,0.0,off,no_alert,,,,,,426,14.18284,1473507.776089739,15.42925813398324
426,1,1,CLEAR,0,0.0,off,no_alert,,,,,,427,14.22248,1473507.809933209,15.463101604022086
427,1,1,CLEAR,0,0.0,off,no_alert,,,,,,428,14.252403,1473507.843807931,15.496976325986907
428,1,1,CLEAR,0,0.0,off,no_alert,,,,,,429,14.284963,1473507.877816401,15.53098479588516
429,1,1,CLEAR,0,0.0,off,no_alert,,,,,,430,14.318053,1473507.911700958,15.5648693528492
430,1,1,CLEAR,0,0.0,off,no_alert,,,,,,431,14.355725,1473507.945746416,15.598914810921997
431,1,1,CLEAR,0,0.0,off,no_alert,,,,,,432,14.383045,1473507.979575784,15.632744178874418
432,1,1,CLEAR,0,0.0,off,no_alert,,,,,,433,14.420353,1473508.013266675,15.666435069870204
433,1,1,CLEAR,0,0.0,off,no_alert,,,,,,434,14.451168,1473508.047068386,15.700236781034619
434,1,1,CLEAR,0,0.0,off,no_alert,,,,,,435,14.484062,1473508.080901435,15.734069830039516
435,1,1,CLEAR,0,0.0,off,no_alert,,,,,,436,14.526324,1473508.114761458,15.767929852940142
436,1,1,CLEAR,0,0.0,off,no_alert,,,,,,437,14.556417,1473508.148658439,15.801826833980158
437,1,1,CLEAR,0,0.0,off,no_alert,,,,,,438,14.585769,1473508.182484935,15.83565332996659
438,1,1,CLEAR,0,0.0,off,no_alert,,,,,,439,14.621409,1473508.216311921,15.869480315828696
439,1,1,CLEAR,0,0.0,off,no_alert,,,,,,440,14.657066,1473508.250268397,15.903436791850254
440,1,1,CLEAR,0,0.0,off,no_alert,,,,,,441,14.691767,1473508.284109675,15.93727807002142
441,1,1,CLEAR,0,0.0,off,no_alert,,,,,,442,14.724677,1473508.317915409,15.971083804033697
442,1,1,CLEAR,0,0.0,off,no_alert,,,,,,443,14.754086,1473508.351841654,16.00501004885882
443,1,1,CLEAR,0,0.0,off,no_alert,,,,,,444,14.784311,1473508.385626319,16.038794714026153
444,1,1,CLEAR,0,0.0,off,no_alert,,,,,,445,14.818824,1473508.419417503,16.072585897985846
445,1,1,CLEAR,0,0.0,off,no_alert,,,,,,446,14.851104,1473508.453247343,16.106415737885982
446,1,1,CLEAR,0,0.0,off,no_alert,,,,,,447,14.883901,1473508.487121082,16.140289476839826
447,1,1,CLEAR,0,0.0,off,no_alert,,,,,,448,14.919924,1473508.521162664,16.174331058980897
448,1,1,CLEAR,0,0.0,off,no_alert,,,,,,449,14.949908,1473508.555265386,16.208433780819178
449,1,1,CLEAR,0,0.0,off,no_alert,,,,,,450,14.985455,1473508.589234615,16.24240300990641
450,1,1,CLEAR,0,0.0,off,no_alert,,,,,,451,15.021377,1473508.623119728,16.276288122870028
451,1,1,CLEAR,0,0.0,off,no_alert,,,,,,452,15.054248,1473508.657155576,16.310323970858008
452,1,1,CLEAR,0,0.0,off,no_alert,,,,,,453,15.086154,1473508.691125678,16.344294072827324
453,1,1,CLEAR,0,0.0,off,no_alert,,,,,,454,15.118158,1473508.724998004,16.378166398964822
454,1,1,CLEAR,0,0.0,off,no_alert,,,,,,455,15.158996,1473508.758820164,16.411988558946177
455,1,1,CLEAR,0,0.0,off,no_alert,,,,,,456,15.194922,1473508.792753772,16.445922167040408
456,1,1,CLEAR,0,0.0,off,no_alert,,,,,,457,15.226896,1473508.826612509,16.47978090401739
457,1,1,CLEAR,0,0.0,off,no_alert,,,,,,458,15.2548,1473508.860430418,16.513598812976852
458,1,1,CLEAR,0,0.0,off,no_alert,,,,,,459,15.284065,1473508.894251075,16.547419470036402
459,1,1,CLEAR,0,0.0,off,no_alert,,,,,,460,15.321857,1473508.928078152,16.58124654693529
460,1,1,CLEAR,0,0.0,off,no_alert,,,,,,461,15.351291,1473508.961845016,16.61501341103576
461,1,1,CLEAR,0,0.0,off,no_alert,,,,,,462,15.382247,1473508.995566867,16.648735261987895
462,1,1,CLEAR,0,0.0,off,no_alert,,,,,,463,15.420487,1473509.029365787,16.682534181978554
463,1,1,CLEAR,0,0.0,off,no_alert,,,,,,464,15.452218,1473509.063132218,16.716300613014027
464,1,1,CLEAR,0,0.0,off,no_alert,,,,,,465,15.483667,1473509.096867685,16.750036079902202
465,1,1,CLEAR,0,0.0,off,no_alert,,,,,,466,15.519612,1473509.130719084,16.783887478988618
466,1,1,CLEAR,0,0.0,off,no_alert,,,,,,467,15.552218,1473509.164614016,16.81778241088614
467,1,1,CLEAR,0,0.0,off,no_alert,,,,,,468,15.582487,1473509.19847689,16.851645285030827
468,1,1,CLEAR,0,0.0,off,no_alert,,,,,,469,15.618549,1473509.232379497,16.885547891957685
469,1,1,CLEAR,0,0.0,off,no_alert,,,,,,470,15.651589,1473509.266233452,16.919401846826077
470,1,1,CLEAR,0,0.0,off,no_alert,,,,,,471,15.68249,1473509.300100978,16.953269372927025
471,1,1,CLEAR,0,0.0,off,no_alert,,,,,,472,15.718269,1473509.334020527,16.9871889220085
472,1,1,CLEAR,0,0.0,off,no_alert,,,,,,473,15.749885,1473509.367895094,17.021063488908112
473,1,1,CLEAR,0,0.0,off,no_alert,,,,,,474,15.783669,1473509.401811273,17.05497966799885
474,1,1,CLEAR,0,0.0,off,no_alert,,,,,,475,15.818923,1473509.435707523,17.088875917950645
475,1,1,CLEAR,0,0.0,off,no_alert,,,,,,476,15.850473,1473509.469515952,17.12268434697762
476,1,1,CLEAR,0,0.0,off,no_alert,,,,,,477,15.884886,1473509.503457088,17.156625482952222
477,1,1,CLEAR,0,0.0,off,no_alert,,,,,,478,15.918228,1473509.53739497,17.190563364885747
478,1,1,CLEAR,0,0.0,off,no_alert,,,,,,479,15.953197,1473509.571326794,17.224495189031586
479,1,1,CLEAR,0,0.0,off,no_alert,,,,,,480,15.985034,1473509.605241493,17.258409888017923
480,1,1,CLEAR,0,0.0,off,no_alert,,,,,,481,16.018526,1473509.639163374,17.292331768898293
481,1,1,CLEAR,0,0.0,off,no_alert,,,,,,482,16.051725,1473509.673161017,17.326329411938787
482,1,1,CLEAR,0,0.0,off,no_alert,,,,,,483,16.084608,1473509.707531879,17.360700273886323
483,1,1,CLEAR,0,0.0,off,no_alert,,,,,,484,16.120988,1473509.741697553,17.394865948008373
484,1,1,CLEAR,0,0.0,off,no_alert,,,,,,485,16.149486,1473509.775519762,17.428688156884164
485,1,1,CLEAR,0,0.0,off,no_alert,,,,,,486,16.18475,1473509.809373366,17.462541760876775
486,1,1,CLEAR,0,0.0,off,no_alert,,,,,,487,16.219029,1473509.843227206,17.49639560095966
487,1,1,CLEAR,0,0.0,off,no_alert,,,,,,488,16.252685,1473509.877066378,17.530234772944823
488,1,1,CLEAR,0,0.0,off,no_alert,,,,,,489,16.28252,1473509.910867291,17.56403568596579
489,1,1,CLEAR,0,0.0,off,no_alert,,,,,,490,16.321127,1473509.944741472,17.597909866832197
490,1,1,CLEAR,0,0.0,off,no_alert,,,,,,491,16.352749,1473509.97859176,17.63176015485078
491,1,1,CLEAR,0,0.0,off,no_alert,,,,,,492,16.382897,1473510.012381,17.66554939490743
492,1,1,CLEAR,0,0.0,off,no_alert,,,,,,493,16.42017,1473510.046162737,17.699331131996587
493,1,1,CLEAR,0,0.0,off,no_alert,,,,,,494,16.450533,1473510.079952431,17.73312082584016
494,1,1,CLEAR,0,0.0,off,no_alert,,,,,,495,16.481718,1473510.113738112,17.76690650684759
495,1,1,CLEAR,0,0.0,off,no_alert,,,,,,496,16.518283,1473510.147515482,17.800683876965195
496,1,1,CLEAR,0,0.0,off,no_alert,,,,,,497,16.551096,1473510.181215635,17.834384029963985
497,1,1,CLEAR,0,0.0,off,no_alert,,,,,,498,16.583327,1473510.215042867,17.86821126192808
498,1,1,CLEAR,0,0.0,off,no_alert,,,,,,499,16.619507,1473510.248910574,17.90207896893844
499,1,1,CLEAR,0,0.0,off,no_alert,,,,,,500,16.652955,1473510.282684341,17.935852736001834
500,1,1,CLEAR,0,0.0,off,no_alert,,,,,,501,16.683917,1473510.316390899,17.9695592939388
501,1,1,CLEAR,0,0.0,off,no_alert,,,,,,502,16.717618,1473510.350275978,18.003444372909144
502,1,1,CLEAR,0,0.0,off,no_alert,,,,,,503,16.749689,1473510.384059546,18.037227940978482
503,1,1,CLEAR,0,0.0,off,no_alert,,,,,,504,16.78165,1473510.417849615,18.071018009912223
504,1,1,CLEAR,0,0.0,off,no_alert,,,,,,505,16.818122,1473510.451659951,18.10482834582217
505,1,1,CLEAR,0,0.0,off,no_alert,,,,,,506,16.85006,1473510.485466,18.138634394854307
506,1,1,CLEAR,0,0.0,off,no_alert,,,,,,507,16.881996,1473510.519318416,18.172486810944974
507,1,1,CLEAR,0,0.0,off,no_alert,,,,,,508,16.920627,1473510.553180342,18.20634873700328
508,1,1,CLEAR,0,0.0,off,no_alert,,,,,,509,16.952978,1473510.587136752,18.240305146900937
509,1,1,CLEAR,0,0.0,off,no_alert,,,,,,510,16.984902,1473510.621230319,18.27439871383831
